0,ID_REF,GSM83897,GSM85205,GSM85206,GSM85207,GSM85208,GSM85209,GSM85210,GeneID,Chromosome,Start,End
4943,208484_at,106.7,46.9,96.2,51.4,136.1,130.2,66.7,HIST1H1A,6,26017085,26017732
4944,208486_at,755.5,857.2,807.5,1550.8,1068.9,985,1072,DRD5,4,9781680,9784009
4945,208487_at,37,64.6,55.4,44.8,54.3,64.6,50.9,LMX1B,9,126614443,126701032
4946,208489_at,65.2,46.3,53.3,63.9,101.8,87.7,75.8,GJA8,1,147907956,147909257
4947,208490_x_at,418,479.9,483,408.1,847.4,111.4,454.2,HIST1H2BG,6,26215159,26216692
4948,208491_s_at,131.8,142.2,94,246.1,160.7,197.8,137.4,PGM5,9,68328308,68531061
4949,208492_at,62.3,29,192.3,365,86,38.2,70.9,RFXAP,13,36819224,36829104
4950,208493_at,156.2,42.4,31.8,245.1,263.8,46.5,37.7,HOXA11,7,27181510,27185223
4951,208494_at,104.9,103.4,79.1,88.2,118.2,158.9,97.9,SLC6A7,5,150189957,150222788
4952,208495_at,116.6,127.1,175.7,427.2,321,357.2,164.6,TLX3,5,171309284,171312134
4953,208496_x_at,121.9,45.5,69.7,89.6,100.1,105.5,60,HIST1H3G,6,26269405,26271815
4954,208497_x_at,27,82.7,42.8,111.8,462.1,104,332.1,NEUROG1,5,135534282,135535949
4955,208498_s_at,43.6,9.1,13.6,41.4,89.7,16,283.1,AMY1A,1,103655290,103664554
4956,208500_x_at,11.3,24,13,23.9,28.9,39.4,13.2,FOXD3,1,63323041,63325126
4957,208501_at,14,179.6,53.5,44,38,326.1,107.4,GFI1B,9,132944000,132991687
4958,208504_x_at,60.3,35.7,43.5,44.6,53.1,40.9,43.4,PCDHB11,5,141199582,141203779
4959,208506_at,55.9,177.4,186.1,175.5,88.3,151.1,216.5,HIST1H3F,6,26250195,26250605
4960,208507_at,44.3,82.6,81.9,107.4,83.9,93.5,75.2,OR7C2,19,14941489,14942448
4961,208508_s_at,104.6,63.5,145.6,115.7,31.5,26.4,115.6,OR2J2,6,29170907,29175811
4962,208509_s_at,150,284.1,168.6,32,37.5,446.3,190.2,OR7A17,19,14878203,14886132
4963,208510_s_at,51.5,10.1,21.6,38.4,198.7,20.4,24.9,PPARG,3,12287368,12434356
4964,208511_at,76.2,48.1,44.3,254,71.1,79.2,258,PTTG3P,8,66767400,66768005
4965,208513_at,171.2,142.3,308.6,81.4,151.9,268.8,345.5,FOXB1,15,60004222,60061730
4966,208514_at,350.3,418.1,285.9,460.2,480.2,542.1,416.8,KCNE1,21,34446688,34512275
4967,208515_at,85.8,20,16.1,178,116.3,164.4,65.6,HIST1H2BM,6,27815044,27815424
4968,208516_at,33.5,41.5,53,51.9,65.1,64.3,71.8,MTNR1B,11,92969720,92985066
4969,208519_x_at,804.4,903.8,637.9,910.4,705,1502.7,923.1,GNRH2,20,3043622,3045747
4970,208520_at,693.3,625.1,726.4,818.1,710.4,726.9,987.6,OR10H3,19,15737985,15742343
4971,208521_at,339,467.5,546.2,293,238.3,211,616.9,OR5I1,11,55935456,55936400
4972,208523_x_at,49.3,57.3,136,45.2,99.4,34.4,82.6,HIST1H2BG,6,26215159,26216692
4973,208524_at,66.1,123.4,30.2,134.3,141.3,19.9,187.5,GPR15,3,98531899,98533150
4974,208525_s_at,181.9,122.5,66,140,93.2,79.9,184.8,OR2F2,7,143935166,143936279
4975,208527_x_at,102.7,121.5,257.1,29.3,95.6,62.2,56.8,HIST1H2BE,6,26172059,26184655
4976,208528_x_at,64.7,77.7,75.9,69.7,46.2,41.6,96.8,SSX3,X,48346428,48356707
4977,208529_at,56.2,22.4,14.9,174.3,79.3,140.9,33.5,BTF3P11,13,76928066,76928836
4978,208531_at,168.3,146.9,45.7,63.5,26,31,143.1,SERPINA2,CHR_HSCHR14_7_CTG1,94363640,94374417
4979,208532_x_at,592.3,88.1,88.8,172.5,143.1,245.4,107.3,KRTAP5-8,11,71538025,71539207
4980,208533_at,15.2,19.4,15.1,28.7,20.6,25.3,16.2,SOX1,13,112067647,112070488
4981,208536_s_at,11.5,15.8,16,9.5,10.5,43.5,137.8,BCL2L11,2,111119378,111168447
4982,208537_at,33.1,33.9,35.2,52.6,43,70.8,42.4,S1PR2,19,10221433,10231331
4983,208538_at,47.9,46.1,49.1,64.1,79.2,95.2,189.6,ANP32C,4,164197007,164197711
4984,208539_x_at,49.1,130.2,28.5,49,42.1,75.1,181.4,SPRR2B,1,153070224,153070840
4985,208540_x_at,7901,3999.2,4281.8,3685.3,5981.6,6008.7,3205.1,,,,
4986,208541_x_at,134.4,173,492.6,180.4,231.7,376.2,103.4,TFAM,10,58385022,58399221
4987,208542_x_at,38.8,30.8,32.3,92.1,40.4,134.1,41.5,ZNF595,4,53285,88211
4988,208543_at,41.2,99.9,30.2,73.8,180.9,43.3,57.6,OR10H2,19,15728020,15729060
4989,208544_at,679.6,597.6,473.2,785.1,708,799.5,738.8,ADRA2B,2,96112875,96116245
4990,208546_x_at,103,32.8,59.7,72,47,20.9,41.2,HIST1H2BH,6,26251651,26253710
4991,208547_at,17.3,35.7,29.9,20.7,24.8,33.2,18.9,HIST1H2BB,6,26043277,26043657
4992,208548_at,86.5,152.2,274.3,269.1,177.9,388,35.6,IFNA5,9,21304326,21305312
4993,208549_x_at,390.6,883.6,626.3,452,556.1,191.8,723.9,PTMA,2,231706895,231713541
4994,208550_x_at,37,22,26.4,42.3,53.9,66.1,35.6,KCNG2,18,79863668,79900184
4995,208551_at,225.3,240.3,295.7,227.7,277,321.7,418.4,HIST1H4G,6,26246681,26246977
4996,208552_at,16.8,29.5,23.8,56.2,36.4,24,38.9,GRIK4,11,120511700,120988904
4997,208553_at,34.3,40.4,70.4,84.7,56.3,86.6,79.5,HIST1H1E,6,26156354,26157107
4998,208554_at,79.6,220.9,26.9,45.8,35,57.7,43,POU4F3,5,146338839,146341722
4999,208555_x_at,192,67.6,63.7,318.1,100.4,358.9,264.5,CST2,20,23823769,23826731
5000,208556_at,75.5,85.6,72.7,120,101.4,147.3,179.4,GPR31,6,167156271,167158329
5001,208557_at,456.6,275,450.8,467.9,615.7,712,387.5,HOXA6,7,27145396,27150603
5002,208558_at,521.4,571,617.9,808.3,938.4,842.5,459.1,OR10H1,19,15804549,15815664
5003,208559_at,42.2,37.1,32.8,42.9,38.3,44.4,37.7,PDX1,13,27920020,27926231
5004,208560_at,162,64.1,46,113.6,85.2,330,70.5,KCNA10,1,110517217,110519175
5005,208562_s_at,28.7,17.2,19.4,60.5,279,33.6,18,ABCC9,12,21797401,21942529
5006,208563_x_at,17.6,26.8,26.9,82.3,24.3,99.6,80.8,POU3F3,2,104855511,104858574
5007,208564_at,30.8,35.1,24.9,51.2,276.5,95.5,194.1,KCNA2,1,110519837,110631474
5008,208565_at,97.3,264.9,235,95.4,284,491.4,242.9,MC5R,18,13824149,13827323
5009,208567_s_at,78.7,24,29.7,30.2,54,20.6,27.8,KCNJ18,17,21692523,21704612
5010,208568_at,517.7,393.8,485,880.1,443.9,751.5,469.9,MC2R,18,13882044,13915707
5011,208569_at,207.7,110.8,328.1,399.8,330.3,391.8,275.8,HIST1H2AB,6,26033176,26033568
5012,208570_at,67.5,167,106.3,54.1,173.3,74.3,120.1,WNT1,12,48978453,48981676
5013,208571_at,58.7,26.4,36.7,141.8,26.7,24.3,49.2,ANP32D,12,48472665,48473624
5014,208572_at,11.2,33.4,15.7,52.4,46.1,60.3,42.5,HIST3H3,1,228424845,228425325
5015,208573_s_at,91.3,641.4,306.7,127.8,345.7,378.2,253,OR2H2,6,29585121,29590500
5016,208574_at,21.5,35.5,25.1,62.9,41.8,29,42.1,SOX14,3,137764284,137766338
5017,208575_at,35.3,39,27.8,57.3,52.1,57.7,47.6,HIST1H3A,6,26020490,26020900
5018,208576_s_at,13.2,10.2,12.8,23.3,19.2,97.6,13.8,HIST1H3B,6,26031650,26032060
5019,208577_at,26.6,17.7,22.3,21.5,71.6,34.8,16.2,HIST1H3C,6,26045411,26045821
5020,208578_at,870.2,1056.7,1003,1407,1002.4,1221.8,1194.5,SCN10A,3,38696807,38816217
5021,208579_x_at,246.8,68.1,168,225.3,228.1,132.1,157.5,H2BFS,21,5972924,5973383
5022,208580_x_at,53.8,36,19.1,23,19.1,34.2,23.7,HIST4H4,12,14767999,14771131
5023,208581_x_at,145.4,186.9,152.5,197.3,90.1,85,196.8,MT1X,16,56682424,56684196
5024,208582_s_at,14,44.9,43.8,42.2,13.1,165.5,161.9,DUX5,,,
5025,208583_x_at,1103,550.2,931.4,999.5,884.9,925,992.3,HIST1H2AJ,6,27814354,27814740
5026,208584_at,101.6,120.6,84.5,116,83.6,122.9,122.4,SNCG,10,86958618,86963260
5027,208586_s_at,18.4,102.4,125.4,156.6,132.1,100.3,44.8,SSX4B,X,48402078,48411910
5028,208587_s_at,211.9,612.9,618.4,759.5,481,334.8,617.9,OR1E1,17,3397104,3398410
5029,208588_at,252.5,264.1,315.1,388,194.7,285.3,312.6,TPT1P8,8,36888482,36889307
5030,208589_at,19.7,28.6,19.8,23.4,39.8,30.6,27.9,TRPC7,5,136213320,136365545
5031,208590_x_at,120.6,41.9,241.2,172.4,150.7,197.8,36.1,GJA3,13,20138255,20161049
5032,208591_s_at,1050.2,959.2,1280.1,1222.3,888.9,869.6,1007.6,PDE3B,11,14643723,14872044
5033,208592_s_at,369.7,151,344,571.9,227,547.7,467.6,CD1E,1,158353696,158357553
5034,208594_x_at,1534.1,1423.6,1166.3,1426.5,2500.1,1700.8,837.3,LILRA6,CHR_HSCHR19LRC_PGF2_CTG3_1,54216894,54243483
5035,208596_s_at,294.2,560.9,324.5,285.1,274.7,325.4,520.8,UGT1A10,2,233636454,233773305
5036,208597_at,324.4,344.4,463.6,405.6,349.2,459.5,522.8,CNTF,11,58622673,58625733
5037,208598_s_at,1068.2,1131.1,898.1,1130.5,1093.3,893,1005.8,HUWE1,X,53532096,53686729
5038,208601_s_at,46.5,76.2,47.2,115.7,51.7,94.8,84.8,TUBB1,20,59019254,59026654
5039,208604_s_at,75.6,130.9,217.6,75.7,195.1,68.6,75.1,HOXA3,7,27106184,27152581
5040,208606_s_at,22.7,19.1,18.4,28.3,23.2,23.5,24,WNT4,1,22117305,22143969
5041,208607_s_at,41.3,41.6,19,50.9,141,80.8,55.8,SAA2-SAA4,11,18231423,18248635
5042,208608_s_at,194.5,66,118.6,321.4,54.1,41.2,236.9,SNTB1,8,120535745,120813273
5043,208609_s_at,52.6,83.3,63.4,159.7,150.3,51.8,97.5,TNXA,6,32008614,32012472
5044,208610_s_at,1321.3,904.1,459.2,953.7,868.2,1015.9,779.9,SRRM2,16,2752329,2772538
5045,208611_s_at,736.6,1035.9,661.6,886.1,471.4,430.7,735.2,SPTAN1,9,128552558,128633662
5046,208612_at,588.9,672.4,262.7,358.1,283,340.1,167,PDIA3,15,43746392,43773279
5047,208614_s_at,65.9,92.8,90.7,233.4,81.7,114.1,105.6,FLNB,3,58008400,58172251
5048,208616_s_at,4271.5,3555.7,3867.8,3013.4,3758.6,3645.4,3087.9,PTP4A2,1,31906421,31944856
5049,208619_at,603.2,1022.6,693.1,1256.9,1225.5,700.4,857.2,DDB1,11,61299451,61342596
5050,208620_at,5767,4563.5,4834.6,4355.5,6696,5295.3,4550.4,PCBP1,2,70087454,70089203
5051,208623_s_at,236.5,285.7,252.6,79.7,172.1,275.1,341.7,EZR,6,158765741,158819412
5052,208624_s_at,596.6,489.9,604.2,649.7,417.4,691.2,794.9,EIF4G1,3,184314495,184335358
5053,208626_s_at,471,951.2,487.9,818.3,444.8,398.1,468.3,VAT1,17,43014605,43025123
5054,208628_s_at,31796.7,22446.3,15086.1,35428.9,44176.8,48640.8,19765.5,YBX1,1,42682427,42702349
5055,208631_s_at,540.1,435.2,340.4,143.3,275.7,636.2,234.9,HADHA,2,26190635,26244726
5056,208634_s_at,341.2,782.2,737.4,605.1,518.8,371.1,1068.8,MACF1,1,39081316,39487177
5057,208636_at,4911.9,2944.5,3712,3531.7,3606.7,3553.9,3258.7,ACTN1,14,68874143,68979440
5058,208638_at,304.6,598.7,456.4,230.5,188.5,302.9,403.7,PDIA6,2,10783391,10837977
5059,208640_at,2065.9,2581.1,3325.9,1783,2717.3,2387.5,1274.3,RAC1,7,6374523,6403977
5060,208642_s_at,1485.1,1373.9,1449.3,1272.2,1159.7,1197.3,1112.1,XRCC5,2,216107464,216206303
5061,208644_at,496,773.7,537.5,914.7,218.1,61.8,698.8,PARP1,1,226360691,226408079
5062,208645_s_at,19255.2,22638.8,20718.3,18545.6,19663.8,18753,23987.7,RPS14,5,150442635,150449756
5063,208649_s_at,555.5,553.2,536.5,714.3,537,190.3,502.2,VCP,9,35056064,35073249
5064,208650_s_at,261.7,66,159,134.5,165.5,189.4,65.5,CD24,6,106969831,106975627
5065,208652_at,1306.6,1001.4,1299.5,664,763.1,726.6,723.4,PPP2CA,5,134194334,134226142
5066,208654_s_at,611.4,683.3,979.3,481.4,664.3,450.1,398.6,CD164,6,109366514,109382812
5067,208655_at,4113.3,3098.6,3100.7,3125.6,5490.4,4465.1,3431.8,CCNI,4,77047158,77076005
5068,208658_at,737,655.4,658,934.1,574.6,594.2,1074.6,PDIA4,7,149003062,149028641
5069,208659_at,4406.7,4331.2,5346.3,3345.1,4867.5,3805.9,3609.4,CLIC1,CHR_HSCHR6_MHC_MCF_CTG1,31806863,31816046
5070,208662_s_at,393.5,600.8,479.6,376.6,171.4,375,642.7,TTC3P1,X,75740831,75746911
5071,208666_s_at,145.4,192.8,257.5,289,146.7,203.5,405.7,Hsp70 interacting protein)(ST13,,,
5072,208668_x_at,4459.4,6169.1,5356.9,4130.1,4904.5,5510,4395.7,HMGN2,1,26472450,26475972
5073,208669_s_at,256.3,138,189.8,52.2,18.9,31,35.9,EID1,15,48877886,48880183
5074,208673_s_at,189.2,192.2,326.2,190,157,213.7,196.6,SRSF3,6,36594353,36605600
5075,208675_s_at,788.8,1237.3,908.6,511.1,780.9,310.3,690.3,DDOST,1,20651767,20661544
5076,208677_s_at,2027.3,1702,1463.9,3056,3193.7,3376.1,2377.2,BSG,19,571277,583493
5077,208678_at,1295.8,816.3,1137.9,1395.7,1067.6,1145.7,960.1,ATP6V1E1,22,17592136,17628818
5078,208680_at,655.9,938.7,872.6,883.6,692.3,483.3,965.4,PRDX1,1,45511036,45523047
5079,208682_s_at,64.5,64.9,48.3,54.6,23.3,54.5,22.8,MAGED2,X,54807599,54816012
5080,208683_at,1127.4,1612.3,1688.1,1887.7,447.1,594.6,1750,CAPN2,1,223701593,223776018
5081,208684_at,471.6,539.3,608.3,537.3,529.7,333.3,382.3,COPA,1,160288686,160343400
5082,208689_s_at,908.8,1377.7,924.3,1095.8,943.8,889.8,1220.6,RPN2,20,37178410,37241623
5083,208691_at,299.9,159.9,270.2,254.4,169.4,420.2,353.2,TFRC,3,196027183,196082189
5084,208692_at,9117.9,12138.6,12704.7,8975.7,3532.3,3508.5,11758.1,RPS3,11,75399486,75422280
5085,208693_s_at,570.8,452.9,719.2,604.8,204.4,774,728.9,GARS,7,30594681,30634033
5086,208694_at,323.6,625.6,729,119.8,433,241.8,264.8,PRKDC,8,47773108,47960183
5087,208695_s_at,20092,20027.6,24196.4,14315.7,9078.4,12051,25888.9,RPL39,X,119786504,119791643
5088,208697_s_at,1216.4,1703.3,2497.3,1234.3,58.2,308.4,1832.9,EIF3E,8,108201216,108435333
5089,208700_s_at,1903.5,1743.7,1663,2002.3,2063.6,1648.5,1680,TKT,3,53224707,53256052
5090,208703_s_at,638.9,896.5,686.8,426.6,1200.1,587.1,491.2,APLP2,11,130068147,130144811
5091,208706_s_at,1010.7,552.2,731.7,586.1,571.5,441.4,604,EIF5,14,103333544,103345025
5092,208709_s_at,1760.2,1225.9,1368,1505.2,2442.5,1966.6,1520.3,NRDC,1,51789191,51878937
5093,208712_at,132.3,129.2,49.5,191.9,54.9,121.5,52.1,CCND1,11,69641087,69654474
5094,208714_at,837.9,1347.2,769.4,847.7,602.2,656,1044.2,NDUFV1,11,67605653,67612554
5095,208717_at,350.8,458.8,558.7,254.9,427.9,192,131.6,OXA1L,14,22766522,22773041
5096,208718_at,9930.1,8970.5,10814.4,9776.8,9285.8,10176.8,9079,DDX17,22,38483440,38507660
5097,208720_s_at,1960.4,1456.8,2035,1232.2,2037.8,1552.1,1311.8,RBM39,20,35701347,35742312
5098,208721_s_at,377.3,158.7,313.4,319.4,47.4,218.1,473.8,ANAPC5,12,121308245,121399896
5099,208723_at,839.5,849.9,828.5,1249.2,520.8,1065.2,783,USP11,X,47232690,47248328
5100,208724_s_at,3538.5,1973.3,2228.1,2115.3,2256.4,2336.8,1677.9,RAB1A,2,65070696,65130331
5101,208726_s_at,921.1,864.9,833.1,1173.1,861.1,884.6,916.4,EIF2S2,20,34088298,34112332
5102,208728_s_at,1007.9,741.2,815,738.5,918.8,778.1,831.5,CDC42,1,22052627,22092946
5103,208732_at,461.7,452.7,826,488.2,562.6,401.2,361.5,RAB2A,8,60516857,60623627
5104,208736_at,3014,1838.4,3166.7,1297.3,2755,2272.8,1728.6,ARPC3,12,110434825,110450422
5105,208737_at,1739.9,1098.5,1670.4,1095.3,1180.1,894.1,921.1,ATP6V1G1,9,114587746,114598373
5106,208742_s_at,1147,887.6,1171.1,1032.3,1234.9,1280.1,700.5,SAP18,13,21140514,21149084
5107,208743_s_at,523.1,506.4,364.4,292.5,551.7,355.2,389.5,YWHAB,20,44885676,44908532
5108,208745_at,452.7,585.4,560.3,646.5,383.9,635.8,364,ATP5L,,,
5109,208747_s_at,73.4,48,18.8,192.3,68.4,155.1,124.6,C1S,12,6988259,7071032
5110,208754_s_at,72.5,224.1,162.7,61.9,13.4,45.1,118.9,NAP1L1,12,76036587,76085033
5111,208756_at,698.7,1255.3,945.1,1132.7,605.5,645.7,1212.7,EIF3I,1,32221928,32231604
5112,208758_at,380.3,656.1,309.4,746.2,185,221.8,395.9,ATIC,2,215311817,215349773
5113,208761_s_at,551.7,290.9,551.5,327.1,466.4,536.1,444.8,SUMO1,2,202206180,202238608
5114,208764_s_at,116.6,277,227.6,62.9,52.6,39.2,121.8,ATP5G2,,,
5115,208766_s_at,572.2,1008.5,786,553.7,406.1,486.8,594,HNRNPR,1,23303771,23344336
5116,208768_x_at,5449.6,4036.5,5732.7,3694.5,2145.7,3221.5,7060.5,RPL22,1,6185020,6209389
5117,208770_s_at,1164.5,997.5,1343.9,641.6,1452.7,1088.6,684.6,EIF4EBP2,10,70404379,70428618
5118,208771_s_at,1613,1257.9,1185.5,966.2,649.9,532.3,767.5,LTA4H,12,96000828,96043520
5119,208775_at,698.3,898.6,1202.3,560.5,411,524.4,730.6,XPO1,2,61477849,61538626
5120,208777_s_at,647.5,852.2,676.2,566.2,656.1,774.2,812.4,PSMD11,17,32444261,32483318
5121,208780_x_at,3244.1,2878.2,4132.9,2295,3262.3,2954.4,2546.6,VAPA,18,9914002,9960021
5122,208783_s_at,2468.1,1285.2,1873.4,1375.9,2372.1,2022.3,1292.4,CD46,1,207752057,207795513
5123,208785_s_at,1994.3,707.4,1125.9,739.1,1514.9,1766.9,506.1,MAP1LC3B,16,87383995,87404779
5124,208787_at,415.3,531.4,486,475.9,269.3,88,545.3,MRPL3,3,131462212,131502983
5125,208788_at,2923.8,1331.7,2490,1293.7,1680.3,1963.5,1122.8,ELOVL5,6,53267398,53349179
5126,208792_s_at,258.6,389.5,313.4,469.8,242.8,432.9,289.9,CLU,8,27596917,27615031
5127,208794_s_at,135.7,90.2,54.6,279.4,71.1,41.9,69.7,SMARCA4,19,10960825,11079426
5128,208796_s_at,627.3,844.4,751.3,515.4,196.7,364.3,845.4,CCNG1,5,163437569,163446151
5129,208799_at,642.4,664.3,713.3,845.9,908.9,815.4,601.4,PSMB5,14,23016543,23035230
5130,208801_at,907.1,816,912.8,921.4,597.8,631.8,1054.3,SRP72,4,56467336,56503681
5131,208804_s_at,1116.4,1194.2,1754.8,1097.5,675.7,1214.9,1384.3,SRSF6,20,43457928,43464247
5132,208807_s_at,171.5,168.5,248.2,209.3,163.6,248.3,210.4,CHD3,17,7884806,7912760
5133,208811_s_at,403.7,279.6,314.4,64.6,337,112,57.6,DNAJB6,7,157335381,157417439
5134,208813_at,267.6,88.9,62.8,62.8,135.7,123.4,101.7,GOT1,10,99396870,99431569
5135,208818_s_at,285.5,418.5,502.3,550.4,702.5,518.8,777.9,COMT,22,19941607,19969975
5136,208819_at,1307.8,1573,1217.1,1189.9,1224.4,815.1,1341.4,RAB8A,19,16111629,16134234
5137,208821_at,346.9,513.7,244.4,496.8,220.9,635.4,79.7,SNRPB,20,2461634,2470853
5138,208822_s_at,58.1,81.7,76.1,40.4,35.3,41.4,53.3,DAP3,1,155687960,155739010
5139,208825_x_at,28955.7,28199.5,27300.6,25100.3,14403.2,14780.8,31732.9,SNORD42A,17,28723429,28723492
5140,208828_at,266.7,648.6,532.1,659.2,436.5,457.7,636.8,POLE3,9,113407235,113410672
5141,208829_at,2886.4,1939.2,1537.1,1980.7,2270.6,2038.1,1354.8,TAPBP,CHR_HSCHR6_MHC_DBB_CTG1,33277619,33292309
5142,208830_s_at,870.6,955.7,705.9,1387.5,951.4,718.4,1057.4,SUPT6H,17,28662091,28702684
5143,208833_s_at,628.8,961,670.8,863.2,694.2,1024.8,686.9,ATXN10,22,45671798,45845307
5144,208835_s_at,582,262.8,150.7,396.9,296.9,508.5,131.8,LUC7L3,17,50719544,50756213
5145,208836_at,887.9,1160.4,797.5,1072,641.8,590.4,977.8,ATP1B3,3,141876124,141926514
5146,208837_at,562.5,609,718.1,605.7,584.5,483.2,823.7,TMED3,15,79311062,79427432
5147,208841_s_at,543.3,603,1103.3,480.8,427.3,472.9,700.4,G3BP2,4,75642782,75724525
5148,208845_at,1002.9,1411.6,1893.6,1411.9,813.4,1179.8,1488.6,VDAC3,8,42391624,42405897
5149,208848_at,205,411.3,443.3,426.6,395.1,224.1,491.3,ADH5,4,99070978,99088801
5150,208849_at,327.7,213.2,299.6,229.7,265.4,129.4,329.8,,,,
5151,208850_s_at,307.1,558,408.2,781.7,396.8,487.8,606.1,THY1,11,119417378,119424985
5152,208852_s_at,457.9,603.6,630.7,720.4,486.1,711,536.4,CANX,5,179678628,179730925
5153,208855_s_at,3059.3,3363,2959.3,1860.6,2767.7,3024.5,2187.5,STK24,13,98445185,98577940
5154,208861_s_at,714.9,1020.8,1174.2,885.2,925.9,832.3,1147.3,ATRX,X,77504878,77786233
5155,208862_s_at,398.1,141.5,242.5,286,124.8,302.1,437.3,TMX2-CTNND1,11,57712605,57791586
5156,208863_s_at,325.7,472.7,170.8,329.2,144.2,160,390.4,SRSF1,17,58003360,58007346
5157,208864_s_at,836,705.2,1042,742.9,593.2,666.8,866.2,TXN,9,110243811,110256640
5158,208874_x_at,654.6,538.3,679.1,1513.2,1521.3,1243,604.9,PTPA,9,129110950,129148946
5159,208880_s_at,150.6,165.3,115.8,177.2,185.6,118,185.4,PRPF6,20,63981135,64033100
5160,208881_x_at,1105.5,730.1,913.4,752.2,701.4,1181.8,864.8,IDI1,10,1039152,1049170
5161,208882_s_at,315.2,386.5,373.3,259.5,353.4,378.7,527.5,UBR5,8,102253012,102412841
5162,208885_at,6172.1,6624.2,4892.5,4982.7,6464.2,5222.2,3739.3,LCP1,13,46125920,46211871
5163,208886_at,272.7,333.1,177.7,345.5,384.6,1020.5,513.3,H1F0,22,37805093,37807436
5164,208887_at,459.5,918.9,716,354.7,74.8,255.7,523.4,EIF3G,19,10115017,10119918
5165,208892_s_at,1858,1287.1,2375.6,487.2,3403.4,1022.2,1534.4,DUSP6,12,89347232,89353271
5166,208894_at,1719.1,1837.2,1588.6,654.1,721.7,508.1,540.3,HLA-DRA,CHR_HSCHR6_MHC_QBL_CTG1,32397298,32402508
5167,208895_s_at,370.4,581.8,581.2,553,316.3,372.7,373.3,DDX18,2,117814650,117832379
5168,208898_at,654.4,597.3,828.7,495.5,794,653.7,713.5,ATP6V1D,14,67294371,67360265
5169,208901_s_at,1365,1281.1,1383.3,874.3,1557.1,1825,1004.3,TOP1,20,41028818,41124487
5170,208904_s_at,6239.2,9109.6,9508.8,5190.4,1963.8,2458,12278.2,RPS28,19,8321158,8323340
5171,208905_at,442.5,567.2,660.4,324.6,244.1,111.2,706.7,CYCS,7,25120091,25125361
5172,208909_at,1023,1110,1249.4,895.3,953.5,624.5,1216.1,UQCRFS1,19,29205321,29213541
5173,208916_at,728.9,830.5,289,1004.4,1304,1373.3,799.3,SLC1A5,19,46774883,46788594
5174,208921_s_at,729.8,959.7,696.5,540.3,614.7,819.6,810.2,SRI,7,88205118,88226993
5175,208922_s_at,1308.8,1471.8,729.3,1469.1,1284.9,1019.7,1426.6,NXF1,11,62792123,62806302
5176,208924_at,1276.6,1238,1007.5,1421,1713.1,1507.4,1360.1,RNF11,1,51236271,51273455
5177,208925_at,191.2,334.7,311.7,406.7,242.9,182.2,287.1,CLDND1,3,98497912,98523066
5178,208926_at,255.4,212.7,228.3,442.4,233.4,161.5,333.4,NEU1,6,31857659,31862906
5179,208927_at,453.2,501.9,475.1,413.5,292.7,630.8,606.3,SPOP,17,49598884,49678234
5180,208932_at,906.9,181.6,237.2,96,208.7,135.9,111.2,PPP4C,16,30075978,30085377
5181,208937_s_at,287.2,155,232.1,313.7,271.6,343,295.4,ID1,20,31605283,31606515
5182,208938_at,160.5,139.4,177,214.5,176.2,273,146.8,PRCC,1,156750610,156800817
5183,208939_at,218.3,413.3,401.3,266.5,299,408.3,469.8,SEPHS1,10,13317424,13348298
5184,208943_s_at,769.2,686.2,911.7,575.7,645.2,574.9,832.8,SEC62,3,169966635,169998373
5185,208944_at,2464.6,1746.4,2292.3,2048.4,2142.4,2270.5,1549.5,TGFBR2,3,30606502,30694142
5186,208946_s_at,653.5,511.2,512.5,531.2,663.1,761.7,398.2,BECN1,17,42810134,42833350
5187,208948_s_at,1450.5,939.3,1434.3,1031.4,1852.5,1343.5,905.9,STAU1,20,49113339,49188367
5188,208949_s_at,15699.7,10869.4,11607.7,17268.6,39222.3,31017.3,16815.3,LGALS3,14,55124110,55145413
5189,208951_at,301,298.6,297.1,446.3,384,400.9,558.9,ALDH7A1,5,126531200,126595418
5190,208955_at,295.2,485.2,379.4,411.2,295.6,261,528.6,DUT,15,48331011,48343373
5191,208961_s_at,1378.8,861.6,1244,239.1,665.6,315.5,580.4,KLF6,10,3775996,3785281
5192,208964_s_at,772.1,890.2,725.7,759.6,559,776.8,855.8,MIR1908,11,61815161,61815240
5193,208967_s_at,564.7,781.1,844.6,900.4,738.9,853,930.5,AK2,1,33007940,33080996
5194,208969_at,339.5,483.9,303.8,565.7,151.2,153.5,577.7,NDUFA9,12,4649095,4694317
5195,208970_s_at,732.7,847,578.2,937.4,806.8,726.6,799.1,UROD,1,45012147,45015575
5196,208972_s_at,360.4,333.1,457.7,302.5,856,211.7,627.1,ATP5G1,,,
5197,208977_x_at,912.8,653.6,368.5,825,1003.2,1083.3,467.8,TUBB4B,9,137241213,137243707
5198,208978_at,91,196.4,35,127.5,123.6,104,69,CRIP2,14,105472962,105480170
5199,208982_at,4605.1,4391.3,8575.2,4363.3,6892.8,7174.6,4550.3,PECAM1,17,64319415,64413776
5200,208985_s_at,313.8,409.3,368.9,386.5,306.2,282.9,218.6,EIF3J,15,44537057,44563029
5201,208986_at,117.8,292.7,283.1,469.2,129.7,40.7,291.5,TCF12,15,56918623,57299281
5202,208991_at,2753.6,2807.4,2607.7,2606.9,5110.6,3517,1310.7,STAT3,17,42313324,42388568
5203,208994_s_at,949.5,867.2,830.7,1306.7,893.1,815.3,779.5,PPIG,2,169584340,169641406
